account_id,company_name,industry,amount,days_overdue,payment_history_score,shipment_volume_30d,shipment_volume_change_30d,express_ratio,destination_diversity,email_opened,contact_attempts,dispute_flag,customer_tenure_months,region,outcome
ACC0454,Global Solutions,Technology,90500,35,0.79,59,0.18,0.75,17,TRUE,1,FALSE,49,North,1
ACC0455,Bharat Manufacturing,Manufacturing,1700000,84,0.51,39,-0.13,0.31,11,FALSE,6,TRUE,21,South,0
ACC0456,Zenith Traders,Retail,116500,57,0.68,27,0.00,0.41,7,TRUE,3,FALSE,37,East,1
ACC0457,Red Pharma,Healthcare,605000,39,0.82,41,0.05,0.64,12,TRUE,1,FALSE,65,West,1
ACC0458,Lakshmi Constructions,Construction,2900000,170,0.37,7,-0.31,0.10,2,FALSE,10,TRUE,10,North,0
ACC0459,Tata Enterprises,Food & Beverage,128000,61,0.60,30,0.00,0.43,8,FALSE,4,FALSE,29,South,1
ACC0460,Aditya Exports,E-commerce,3900000,41,0.91,158,0.48,0.91,41,TRUE,0,FALSE,82,East,1
ACC0461,National Textiles,Textile,214000,120,0.34,13,-0.40,0.20,4,FALSE,9,TRUE,16,West,0
ACC0462,Blue Tech,Technology,92000,33,0.80,62,0.19,0.78,18,TRUE,1,FALSE,50,Central,1
ACC0463,Ganesh Manufacturing,Manufacturing,1600000,87,0.52,41,-0.15,0.29,11,FALSE,6,FALSE,20,North,0
ACC0464,Reliance Logistics,Retail,118000,57,0.69,26,0.01,0.42,7,TRUE,3,FALSE,35,South,1
ACC0465,Apex Pharma,Healthcare,570000,38,0.83,42,0.04,0.61,12,TRUE,1,FALSE,64,East,1
ACC0466,Surya Constructions,Construction,2800000,164,0.38,9,-0.30,0.09,3,FALSE,10,TRUE,11,West,0
ACC0467,Rapid Enterprises,Food & Beverage,137000,63,0.58,29,-0.02,0.45,8,FALSE,4,FALSE,28,North,1
ACC0468,Vijay Exports,E-commerce,3680000,43,0.88,148,0.44,0.89,39,TRUE,1,FALSE,79,South,1
ACC0469,InfoEdge Textiles,Textile,235000,117,0.36,11,-0.38,0.19,4,FALSE,8,FALSE,15,East,0
ACC0470,Global Solutions,Technology,87000,36,0.77,57,0.17,0.74,16,TRUE,1,FALSE,47,West,1
ACC0471,Bharat Manufacturing Pvt Ltd,Manufacturing,1640000,79,0.50,38,-0.12,0.30,10,FALSE,6,TRUE,19,North,0
ACC0472,Zenith Traders,Retail,115000,58,0.67,26,0.02,0.40,7,TRUE,3,FALSE,36,South,1
ACC0473,Red Pharma,Healthcare,585000,39,0.80,41,0.06,0.63,12,TRUE,1,FALSE,67,East,1
ACC0474,Lakshmi Constructions,Construction,3000000,173,0.35,6,-0.34,0.08,2,FALSE,10,TRUE,9,West,0
ACC0475,Tata Enterprises,Food & Beverage,131000,60,0.61,30,0.00,0.43,8,FALSE,4,FALSE,30,Central,1
ACC0476,Aditya Exports,E-commerce,4000000,40,0.92,163,0.49,0.92,42,TRUE,0,FALSE,83,North,1
ACC0477,National Textiles,Textile,228000,123,0.33,14,-0.41,0.18,4,FALSE,9,TRUE,16,South,0
ACC0478,Blue Tech,Technology,94000,34,0.81,64,0.20,0.77,18,TRUE,1,FALSE,51,East,1
ACC0479,Ganesh Manufacturing,Manufacturing,1740000,89,0.48,43,-0.15,0.28,12,FALSE,7,TRUE,22,West,0
ACC0480,Reliance Logistics,Retail,120000,56,0.70,28,0.01,0.43,7,TRUE,3,FALSE,38,North,1
ACC0481,Apex Pharma,Healthcare,630000,37,0.81,40,0.07,0.62,12,TRUE,1,FALSE,66,South,1
ACC0482,Surya Constructions,Construction,2720000,160,0.39,8,-0.29,0.09,3,FALSE,9,TRUE,12,East,0
ACC0483,Rapid Enterprises,Food & Beverage,135000,62,0.59,31,-0.01,0.44,8,FALSE,4,FALSE,28,West,1
ACC0484,Vijay Exports,E-commerce,3800000,42,0.90,154,0.46,0.90,40,TRUE,1,FALSE,80,Central,1
ACC0485,InfoEdge Textiles,Textile,240000,113,0.35,10,-0.37,0.20,4,FALSE,8,FALSE,14,North,0
ACC0486,Global Solutions,Technology,91000,35,0.79,59,0.18,0.75,17,TRUE,1,FALSE,49,South,1
ACC0487,Bharat Manufacturing,Manufacturing,1710000,84,0.51,39,-0.13,0.31,11,FALSE,6,TRUE,21,East,0
ACC0488,Zenith Traders,Retail,117000,57,0.68,27,0.00,0.41,7,TRUE,3,FALSE,37,West,1
ACC0489,Red Pharma Pvt Ltd,Healthcare,610000,39,0.82,41,0.05,0.64,12,TRUE,1,FALSE,65,North,1
ACC0490,Lakshmi Constructions,Construction,2920000,170,0.37,7,-0.31,0.10,2,FALSE,10,TRUE,10,South,0
ACC0491,Tata Enterprises,Food & Beverage,129000,61,0.60,30,0.00,0.43,8,FALSE,4,FALSE,29,East,1
ACC0492,Aditya Exports,E-commerce,3920000,41,0.91,158,0.48,0.91,41,TRUE,0,FALSE,82,West,1
ACC0493,National Textiles,Textile,215000,120,0.34,13,-0.40,0.20,4,FALSE,9,TRUE,16,North,0
ACC0494,Blue Tech,Technology,92500,33,0.80,62,0.19,0.78,18,TRUE,1,FALSE,50,South,1
ACC0495,Ganesh Manufacturing,Manufacturing,1610000,87,0.52,41,-0.15,0.29,11,FALSE,6,FALSE,20,East,0
ACC0496,Reliance Logistics,Retail,118500,57,0.69,26,0.01,0.42,7,TRUE,3,FALSE,35,West,1
ACC0497,Apex Pharma,Healthcare,575000,38,0.83,42,0.04,0.61,12,TRUE,1,FALSE,64,Central,1
ACC0498,Surya Constructions,Construction,2820000,164,0.38,9,-0.30,0.09,3,FALSE,10,TRUE,11,North,0
ACC0499,Rapid Enterprises,Food & Beverage,138000,63,0.58,29,-0.02,0.45,8,FALSE,4,FALSE,28,South,1
ACC0500,Vijay Exports,E-commerce,3700000,43,0.88,149,0.44,0.89,39,TRUE,1,FALSE,79,East,1
